Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
0-20,Qumoq,42.35,1.58,8.3,0.81,49.94,48,8,0.28,0.3,48.2,0.3,1.77,0.16,12.62,0.1,2774543583.06,Sabzi
0-20,Yengil qum,10.79,24.3450677747298,6.50971951302999,0.309981518017216,29.58,15.4975003450064,272.661636072005,1.57,303.32,49.46,1.9,10.05,4.71,,0.46,764812330.15,Bug'doy
0-20,Yengil qum,12.45,1.41,7.8,1.06,58.42,104,10,0.66,0.5,55.28,1.0,5.88,0.43,12.19,0.2,106479502.71,Sabzi
0-20,Qumoq,36.41,1.4,7.6,,9.03,120,16,1.82,0.8,56.47,1.5,3.64,0.65,12.78,0.3,158219165.37,Makkajo'xori
0-20,Qumoq,42.71,1.83,8.2,4.34,56.25,41,5,0.39,0.3,51.41,0.5,2.23,0.22,13.99,0.1,2682075695.35,Sabzi
0-20,Yengil qum,12.45,1.39,7.9,1.65,23.42,69,13,0.58,0.4,,0.6,1.91,0.20,10.87,0.1,1568095282.84,Makkajo'xori
0-20,Qumoq,37.4,1.47,7.7,1.79,22.34,81,14,0.95,0.5,55.86,0.8,1.42,0.36,13.21,0.1,,Sabzi
0-20,Yengil qum,14.145,1.78,7.8,3.03,10.98,83,12,0.65,0.5,50.82,1.0,12.1,0.46,14.83,0.1,106479502.71,Makkajo'xori
0-20,Qumoq,32.77,1.81,8.2,1.3,21.86,49,11,0.43,0.6,57.72,0.5,2.93,0.35,13.52,0.1,106479502.71,Sabzi
0-20,Yengil qum,14.145,1.72,8.3,4.63,19.32,70,10,0.31,0.5,45.99,0.5,3.87,0.27,11.53,0.1,2084155227.68,Makkajo'xori
0-20,Qumoq,42.1,1.73,8.3,1.11,14.94,41,7,0.27,0.5,49.14,0.4,5.37,0.35,14.74,0.1,,Sabzi
0-20,Loy,30.84,1.72,8.1,5.58,38.89,37,11,0.09,0.5,62.22,0.3,2.1,0.29,13.81,0.1,1356242436.43,Makkajo'xori
0-20,Loy,39.99,1.46,8.0,3.89,9.52,84,11,0.46,0.5,61.79,0.8,10.99,0.24,11.53,0.1,739677721.73,Sabzi
0-20,Yengil qum,14.145,1.52,8.1,5.51,40.59,64,11,0.32,0.4,34.27,0.6,4.97,0.22,11.34,0.1,60068384.63,Makkajo'xori
0-20,Qumoq,42.62,1.37,8.4,1.23,17.03,39,6,0.38,0.4,50.28,0.4,5.09,0.20,11.62,0.1,1307971862.8,Sabzi
0-20,Loy,44.07,1.72,8.4,2.71,27.75,32,6,0.21,0.3,46.88,0.2,1.81,0.15,12.44,0.1,857604183.91,Makkajo'xori
0-20,Yengil qum,14.145,1.54,8.3,0.6,31.84,52,11,0.23,0.5,67.12,0.6,2.95,0.34,12.28,0.1,,Sabzi
0-20,Loy,37.65,1.78,8.1,4.19,41.56,52,12,0.25,0.5,56.94,0.6,3.94,0.34,13.23,0.1,106479502.71,Makkajo'xori
0-20,Qumoq,36.76,1.47,8.4,4.09,27.97,18,13,0.08,0.5,41.95,0.2,3.68,0.27,10.72,0.1,2868767183.32,Sabzi
0-20,Qumoq,42.74,1.51,8.6,0.75,55.35,19,7,0.21,0.4,42.15,0.2,14.27,0.28,11.78,0.1,955947468.13,Makkajo'xori
0-20,Qumoq,34.99,1.37,8.1,5.51,31.58,90,121,1.56,3.4,57.46,3.8,7.95,6.05,11.32,0.6,2393261336.93,Sabzi
0-20,Qumoq,38.37,1.7,8.0,3.09,24.25,122,164,3.35,5.8,61.79,3.4,5.23,9.99,13.16,0.8,2087829514.36,Makkajo'xori
0-20,Yengil qum,14.145,1.61,8.2,1.23,21.64,117,66,2.79,3.5,70.4,2.0,10.47,6.39,12.26,1.3,707483679.02,Sabzi
0-20,Loy,30.4,1.62,8.2,4.49,32.61,69,51,1.52,2.0,,1.4,5.3,2.86,12.92,0.3,858624572.26,Makkajo'xori
0-20,Loy,,1.78,8.0,0.72,26.94,171,150,2.52,4.5,60.91,2.8,6.25,7.75,,0.7,888859364.21,Sabzi
0-20,Yengil qum,,1.65,8.0,2.23,25.23,143,92,3.07,4.5,56.22,2.3,1.07,9.45,9.64,0.8,278493463.91,Makkajo'xori
0-20,Yengil qum,,1.7,8.0,2.55,36.28,158,118,4.46,6.3,62.14,2.6,3.48,17.46,13.93,0.7,1983050004.99,Sabzi
0-20,Qumoq,,1.5,7.8,3.73,20.25,127,34,2.47,2.4,48.29,1.8,6.4,4.10,14.03,0.4,1752814348.15,Makkajo'xori
0-20,Loy,,1.54,7.7,4.88,35.06,101,38,3.09,3.3,,2.4,3.18,2.95,9.45,0.2,2468826318.68,Sabzi
0-20,Yengil qum,,1.38,7.6,2.89,58.18,132,58,2.70,1.5,51.73,1.0,2.47,1.92,12.97,0.1,,Makkajo'xori
0-20,Yengil qum,,1.32,7.5,3.26,21.91,80,63,1.38,0.9,46.69,0.8,2.7,0.87,12.23,0.1,2158601131.08,Sabzi
0-20,Loy,,1.59,7.7,3.39,40.37,71,131,1.37,1.5,55.11,1.0,2.95,1.93,12.06,0.1,2462070992.08,Makkajo'xori
0-20,Yengil qum,,1.5,7.7,1.38,41.21,107,47,0.76,0.7,58.47,10.0,2.03,0.62,11.59,0.1,328187149.72,Sabzi
0-20,Yengil qum,,1.39,7.6,1.18,42.63,103,54,2.36,0.9,54.44,3.2,1.79,1.23,12.21,0.2,876200853.4,Makkajo'xori
0-20,Qumoq,,1.52,7.5,3.21,9.82,126,93,1.95,1.3,,3.2,2.91,1.44,,0.2,1704014133.8,Sabzi
0-20,Yengil qum,,1.76,7.4,3.25,32.53,154,129,3.75,1.5,48.94,3.5,2.78,2.35,11.81,0.3,341003065.01,Makkajo'xori
0-20,Loy,,1.73,7.7,2.47,26.6,107,47,0.76,0.7,72.82,10.0,6.56,0.62,9.87,0.1,866622437.88,Sabzi
0-20,Yengil qum,,1.71,7.6,2.63,46.62,103,54,2.36,0.9,50.49,3.2,2.88,1.23,12.43,0.2,1745555798.44,Makkajo'xori
0-20,Yengil qum,,1.36,7.5,2.64,28.32,126,93,1.95,1.3,57.92,3.2,2.66,1.44,12.14,0.2,857776112.56,Sabzi
0-20,Qumoq,,1.41,7.4,1.41,11.64,154,129,3.75,1.5,52.12,3.5,3.92,,8.52,0.3,106479502.71,Makkajo'xori
0-20,Loy,,1.72,8.7,2.44,11.54,36,17,0.15,0.5,49.74,0.4,6.46,0.20,13.24,0.1,1137894197.49,Sabzi
0-20,Qumoq,,1.82,8.5,4.2,8.87,14,15,0.09,0.4,55.82,0.2,3.63,0.09,10.15,0.1,595562269.87,Makkajo'xori
0-20,Yengil qum,,1.85,8.6,5.59,17.58,10,15,0.10,0.4,35.44,0.1,8.99,0.07,11.1,0.1,106479502.71,Sabzi
0-20,Yengil qum,,1.71,8.6,0.68,22.5,15,12,0.01,0.4,49.63,0.2,2.78,0.07,13.74,0.1,421821592.52,Makkajo'xori
0-20,Qumoq,,1.69,7.9,4.13,8.18,81,18,0.87,0.5,53.72,1.0,9.93,0.42,,0.1,103739014.74,Sabzi
0-20,Loy,,1.85,7.8,3.47,37.53,95,16,0.51,0.5,46.4,1.3,3.29,0.49,9.66,0.1,54489426.36,Makkajo'xori
0-20,Yengil qum,,1.5,8.2,2.89,44.07,51,5,0.54,0.3,45.12,0.4,7.55,0.14,,0.1,46691880.34,Sabzi
0-20,Loy,,,8.2,3.12,21.01,48,6,0.36,0.3,53.43,0.4,9.17,0.14,14.11,0.1,218602110.06,Makkajo'xori
0-20,Qumoq,,,8.1,1.6,31.81,59,5,0.26,0.3,64.98,0.5,4.66,0.16,10.67,0.1,129687830,Sabzi
0-20,Qumoq,,,8.3,1.27,22.85,,7,0.37,0.3,62.62,0.5,2.53,0.15,10.41,0.1,53707900.37,Makkajo'xori
0-20,Yengil qum,,,8.4,4.63,39.85,32,6,0.21,0.3,65.08,0.2,1.86,0.15,9.51,0.1,1574078049.37,Sabzi
0-20,Yengil qum,,,8.3,5.57,7.43,52,11,0.23,0.5,43.66,0.6,7.81,0.34,13.34,0.1,1102693454.25,Makkajo'xori
0-20,Loy,,,8.1,4.27,33.46,52,12,0.25,0.5,45.16,0.6,2.46,0.34,12.58,0.1,651081332.08,Sabzi
0-20,Yengil qum,,,8.4,3.34,32.9,18,13,0.08,0.5,40.45,0.2,5.45,0.27,,0.1,888152721.48,Makkajo'xori
0-20,Qumoq,,,8.6,1.51,28,19,7,0.21,0.4,58.08,0.2,3.27,0.28,13.92,0.1,346203428.78,Sabzi
0-20,Loy,,,8.1,5.42,47.94,90,121,1.56,3.4,,3.8,10.32,6.05,12.38,0.6,1371689490.26,Makkajo'xori
0-20,Qumoq,,,8.0,2.6,27.33,122,164,3.35,5.8,49.35,3.4,2.67,9.99,9.05,0.8,52057875.31,Sabzi
0-20,Qumoq,,,8.2,3.82,33,117,66,2.79,3.5,45.91,2.0,2.68,6.39,15.93,1.3,568745687.58,Makkajo'xori
0-20,Qumoq,,,8.2,4.68,45.55,69,51,1.52,2.0,41.27,1.4,3.85,2.86,10.38,0.3,482443745.79,Sabzi
0-20,Qumoq,,,8.0,2.6,49.18,171,150,2.52,4.5,61,2.8,6.33,7.75,11.46,0.7,933992908.2,Makkajo'xori
0-20,Loy,,,8.0,1.65,17.18,143,92,3.07,4.5,37.79,2.3,3.93,9.45,,0.8,1378699251.75,Sabzi
0-20,Yengil qum,,,8.0,2.05,31.09,158,118,4.46,6.3,51.43,2.6,3.74,17.46,13.11,0.7,546751756.36,Makkajo'xori
0-20,Qumoq,,,7.8,1.39,21.7,127,34,2.47,2.4,54.23,1.8,5.48,4.10,13.08,0.4,625176580.73,Sabzi
0-20,Yengil qum,,,7.7,1.52,44.46,101,38,3.09,3.3,48.92,2.4,3.78,2.95,12.28,0.2,1616635861.63,Makkajo'xori
0-20,Yengil qum,,,7.6,2.52,31.61,132,58,2.70,1.5,33.93,1.0,2.45,1.92,10.92,0.1,1756286036.21,Sabzi
0-20,Loy,,,7.5,1.65,14.45,80,63,1.38,0.9,70.14,0.8,4.38,0.87,9.95,0.1,125034703.09,Makkajo'xori
0-20,Loy,,,7.7,0.57,9.03,71,131,1.37,1.5,60.63,,2.69,1.93,10.95,0.1,1359576732.12,Sabzi
0-20,Qumoq,,,7.7,4,34.79,107,47,0.76,0.7,36.4,10.0,3.99,0.62,10.61,0.1,358042398.34,Makkajo'xori
0-20,Yengil qum,,,7.6,0.78,25.54,103,54,2.36,0.9,70.83,3.2,1.05,1.23,,0.2,992780039.48,Sabzi
0-20,Yengil qum,,,7.5,2.37,11.3,126,93,1.95,1.3,45.59,3.2,4.62,1.44,9.33,0.2,106479502.71,Makkajo'xori
0-20,Qumoq,,,7.4,2.07,54.57,154,129,3.75,1.5,31.21,3.5,4.26,2.35,10.65,0.3,112918908.79,Sabzi
0-20,Loy,,,8.7,1.61,20.75,36,17,0.15,0.5,44.05,,5.66,0.20,14.3,0.1,35037625.89,Makkajo'xori
0-20,Qumoq,,,8.5,1.49,27.4,14,15,0.09,0.4,75.44,0.2,9.52,0.09,10.56,0.1,723840770.78,Sabzi
0-20,Yengil qum,,,8.6,0.63,18.55,10,15,0.10,0.4,46.36,0.1,12.46,0.07,13.16,0.1,493276866.55,Makkajo'xori
0-20,Qumoq,,,8.6,3.98,30.98,15,12,0.01,0.4,63.42,0.2,7.02,0.07,11.38,0.1,135570806.21,Sabzi
0-20,Loy,,,8.1,2.34,30.66,111,17,0.43,0.6,46.59,2.8,9.57,0.62,15.2,0.2,1883989187.81,Makkajo'xori
0-20,Yengil qum,,,7.9,4.11,39.5,129,16,0.73,0.8,51.33,2.7,5.16,0.56,8.9,0.4,256658257.92,Sabzi
0-20,Yengil qum,,,8.0,3.25,18.1,66,13,0.68,0.4,47.19,0.7,1.96,0.25,14.4,0.1,282038834.96,Makkajo'xori
0-20,Loy,,,8.0,3.58,32.27,55,11,0.55,0.4,45.51,0.7,3.59,0.26,13.42,0.1,397156813.52,Sabzi
0-20,Qumoq,,,7.8,1.4,17.91,61,21,0.64,0.4,57.53,0.9,3.05,0.37,12.06,0.2,588191081.67,Makkajo'xori
0-20,Gill,,,8.0,4.59,54.21,61,7,0.82,0.3,44.65,0.8,4.14,0.28,8.4,0.2,106479502.71,Sabzi
0-20,Loy,,,8.2,2.36,17.63,51,5,0.54,0.3,64.24,0.4,4.49,0.14,10.84,0.1,2056228013.93,Makkajo'xori
0-20,Qumoq,,,8.2,3.62,31.29,58,10,0.30,0.5,62.11,0.8,2.01,0.27,13.3,0.1,311783489.29,Sabzi
0-20,Loy,,,7.9,2.34,27.74,115,8,0.62,0.4,52.14,1.4,3.72,0.56,11.01,0.2,560803636.51,Makkajo'xori
0-20,Qumoq,,,7.9,5.5,10.48,130,30,1.04,0.7,45.32,1.8,1.78,0.78,11.47,0.3,325686790.98,Sabzi
0-20,Loy,,,8.8,2.96,23.17,17,4,0.10,0.5,49.35,0.3,1.06,0.25,11.91,0.1,1469061444.55,Makkajo'xori
0-20,Qumoq,,,8.3,3.21,43.33,40,8,0.22,0.5,50.57,0.9,3.91,0.24,11.98,0.1,243512580.45,Sabzi
0-20,Qumoq,,,8.7,5.25,38.37,21,12,0.08,0.4,52.63,0.3,1.91,0.20,8.9,0.1,1062017501.88,Makkajo'xori
0-20,Qumoq,,,8.3,3.54,17.22,53,12,0.41,0.4,46.61,0.8,5.46,0.18,11.8,0.1,106479502.71,Sabzi
0-20,Loy,,,8.0,0.78,20.03,72,15,0.45,0.5,42.95,1.2,2.38,0.64,12.91,0.2,94971109.73,Makkajo'xori
0-20,Gill,,,8.3,1.7,8.12,47,21,0.28,0.5,,0.6,4.6,0.29,11.56,0.1,277346747.53,Sabzi
0-20,Qumoq,,,8.5,2.17,36.07,46,17,0.13,0.4,49.77,0.5,5.69,0.26,9.72,0.1,995181848.54,Makkajo'xori
0-20,Loy,,,8.1,4.4,34.16,58,13,0.36,0.4,60.29,0.7,5.72,0.27,13.4,0.1,963020383.1,Sabzi
0-20,Yengil qum,,,8.7,1.93,24.11,31,12,0.55,0.4,57.59,0.3,1.86,0.22,10.84,0.1,288200671.35,Makkajo'xori
0-20,Yengil qum,,,8.6,2.85,18.86,41,10,0.54,0.4,52.87,0.4,2.66,0.22,10.88,0.1,106479502.71,Sabzi
0-20,Qumoq,,,8.6,4.39,21.57,56,7,0.90,0.4,67.18,0.4,10.59,0.26,11.38,0.1,58672827.1,Makkajo'xori
0-20,Yengil qum,,,8.7,3.12,40.82,41,4,0.10,0.4,43.78,0.4,5.57,0.23,13.31,0.1,988611855.71,Sabzi
0-20,Gill,,,7.9,3.4,30.16,11,10,0.77,0.5,52.21,1.6,7.78,0.55,11.31,0.4,1318214410.15,Makkajo'xori
0-20,Gill,,,7.7,5.44,45.84,95,13,0.83,0.6,34.23,1.3,11.8,0.54,12.67,0.2,241039324.94,Sabzi
0-20,Qumoq,,,8.1,2.19,31.76,64,7,0.35,0.4,46.03,0.5,5.89,0.20,10.43,0.1,400534131.39,Makkajo'xori
0-20,Loy,,,7.8,1.1,45.96,114,17,1.78,0.6,39.96,1.7,6.04,0.81,10.18,0.3,430012381.91,Sabzi
0-20,Loy,,,8.0,4.08,18.1,109,12,0.46,0.6,60.19,1.2,5.41,0.43,11.61,0.1,1069990917.58,Makkajo'xori
0-20,Qumoq,,,8.7,4.96,39.42,21,6,0.19,0.4,48.67,0.1,2.85,0.15,10.9,0.1,623442505.65,Sabzi
0-20,Yengil qum,,,8.1,0.84,5.6,81,,0.57,0.4,46.97,0.7,11.58,0.22,14.78,0.1,1302797107.95,Makkajo'xori
0-20,Qumoq,,,7.7,1.94,42.1,49,15,0.88,0.5,47.55,0.5,4.53,0.25,13.96,0.1,1311656968.91,Sabzi
0-20,Yengil qum,,,,1.9,37.19,160,35,2.25,0.6,51.06,2.9,4.06,1.50,13.68,0.9,1836432964.26,Makkajo'xori
0-20,Qumoq,,,7.9,0.93,9.33,76,19,0.65,0.5,49.78,0.9,5.51,0.50,10.54,0.1,284126489.3,Sabzi
0-20,Qumoq,,,7.9,5.27,49.23,61,22,0.58,0.6,54.03,0.8,10.11,0.40,11.74,0.1,106479502.71,Makkajo'xori
0-20,Qumoq,,,8.4,1.36,27.49,49,13,0.11,0.4,65.18,0.5,4.71,0.20,,0.1,41466237.61,Sabzi
0-20,Yengil qum,,,8.6,4.27,40.3,36,9,0.21,0.4,39.83,0.3,3.4,0.19,,0.1,1835527579.06,Makkajo'xori
0-20,Yengil qum,,,8.3,4.45,13.23,57,13,0.33,0.5,62.54,0.6,1.18,0.34,,0.2,757005026.26,Sabzi
0-20,Loy,,,8.4,5.09,32.25,59,15,0.39,0.6,48.44,0.7,10.91,0.53,,0.1,106479502.71,Makkajo'xori
0-20,Gill,,,8.8,5.6,42.33,21,14,0.12,0.5,41.91,0.2,2.4,0.30,,0.1,1536892650.19,Sabzi
0-20,Gill,,,8.0,5.14,28.7,67,13,0.84,0.3,49.9,0.5,1.22,0.18,,0.1,760655414.67,Makkajo'xori
0-20,Qumoq,,,8.0,2.15,36.35,70,14,0.28,0.4,57.7,0.6,4.24,0.22,,0.1,1640660301.46,Sabzi
0-20,Yengil qum,,,7.9,4.78,40.93,125,15,0.76,0.5,41.16,1.5,2.39,0.65,,0.3,122432111.03,Makkajo'xori
0-20,Qumoq,,,7.8,4.98,36.95,129,19,0.92,0.5,66.18,1.7,2.75,0.72,,0.3,1146322046.41,Sabzi
0-20,Yengil qum,,,8.4,1.3,24.33,44,11,0.26,0.4,61.07,0.4,8.9,0.14,,0.1,749298929.23,Makkajo'xori
0-20,Loy,,,8.4,4.15,16.15,50,9,0.13,0.3,51.93,0.4,5.26,0.15,,0.1,267384530.74,Sabzi
0-20,Qumoq,,,7.7,2.3,35.12,123,23,2.08,0.5,41.82,1.3,2.09,0.51,,0.2,798731753.26,Makkajo'xori
0-20,Qumoq,,,7.8,3.21,41.25,128,15,0.65,0.4,61.84,1.2,5.4,0.48,,0.2,972329117.51,Sabzi
0-20,Gill,,,7.9,1.01,23.98,84,18,0.82,0.8,53.42,1.3,3.5,0.63,,0.1,106479502.71,Makkajo'xori
0-20,Gill,,,8.0,2.33,35.96,89,14,0.63,0.5,56.56,1.0,3.04,0.46,,0.1,519757698.83,Sabzi
0-20,Yengil qum,,,7.9,3.12,31.47,81,18,0.87,0.5,54.72,1.0,2.55,0.42,,0.1,263615972.2,Makkajo'xori
0-20,Qumoq,,,7.8,3.38,8.85,95,16,0.51,0.5,74.61,1.3,8.37,0.49,,0.1,755075275.44,Sabzi
0-20,Yengil qum,,,7.8,1.84,16.96,129,20,0.80,0.5,41.07,1.3,2.78,0.47,,0.1,1599654845.37,Makkajo'xori
0-20,Gill,,,7.7,2.59,39.27,,16,1.38,0.5,69.46,1.9,3.07,0.76,,0.4,196244258.2,Sabzi
0-20,Gill,,,8.1,4.89,20.22,111,17,0.43,0.6,46.92,2.8,11.13,0.62,9.09,0.2,1720560916.03,Makkajo'xori
0-20,Yengil qum,,,7.9,3.27,57.65,129,16,0.73,0.8,37.67,2.7,3.33,0.56,12.87,0.4,593391914.9,Sabzi
0-20,Loy,,,8.0,5.38,20.55,66,13,0.68,0.4,46.61,0.7,2.9,0.25,9.18,0.1,37707751.67,Makkajo'xori
0-20,Yengil qum,,,8.0,1.52,9.11,55,11,0.55,0.4,43.5,0.7,3.75,0.26,23.75,0.1,243135883.69,Sabzi
0-20,Yengil qum,,,7.8,2.28,56.73,61,21,0.64,0.4,62.67,0.9,4.64,0.37,12.78,0.2,106479502.71,Makkajo'xori
0-20,Yengil qum,,,8.0,4.16,15.49,61,7,0.82,0.3,45.41,0.8,3.87,0.28,14.97,0.2,274809457.78,Sabzi
0-20,Yengil qum,,,8.2,4.16,47.38,51,5,0.54,0.3,50.21,0.4,8.55,0.14,16.5,0.1,1555825808.55,Makkajo'xori
0-20,Gill,,,8.2,2.84,33.76,48,6,0.36,0.3,50.07,0.4,4.4,0.14,19.62,0.1,116521061.24,Sabzi
0-20,Loy,,,8.1,5.21,14.29,59,,0.26,0.3,59.03,0.5,3.82,0.16,9.53,0.1,66295705.3,Makkajo'xori
0-20,Yengil qum,10.79,1.29,6.204090835,2.05,22,67,78,1.02,37.2775277018091,,3.12426432486589,10.02,0.15,9.42,1.06,1534530376.83,Sabzi
0-20,Qumoq,36.63,1.47,6.07,1.76,25,32.74,180,1.45,,71.55,3.66,6.89,0.41,10.04,1.68,201501078.16,Makkajo'xori
0-20,Loy,23.62,1.63,6.92,4.02,35.98,19.02,183,1.77,414.3,79.03,3.06,5.64,0.46,13.63,1.84,1095346536.81,Kartoshka
0-20,Gill,27.9,1.77,7.70,2.99,20.43,6.28,116,0.72,494.58,50.58,1.64,1.42,0.50,17.19,0.84,1450915973.47,Kartoshka
0-20,Qumoq,32.08,1.8,7.61,3.63,44.96,6.55,228,1.00,397.51,42.72,0.18,9.26,0.40,13.48,1.22,187271779.59,Kartoshka
0-20,Qumoq,31.73,1.6,6.50,0.83,24.84,14.31,231,0.94,356.74,65.29,0.27,6.15,0.42,7.95,2.12,106479502.71,Kartoshka
0-20,Yengil qum,14.145,1.5,6.47,2.87,41.13,14.45,183,2.36,411.26,48.15,0.32,9.96,0.46,15.41,1.63,574186466.55,Kartoshka
0-20,Gill,17.4,1.76,5.70,0.88,11,12.10,270,1.70,364.63,,0.33,5.3,0.39,7.68,1.44,1679544720.77,Kartoshka
0-20,Yengil qum,14.145,1.53,6.06,1.63,30.44,10.02,210,2.20,,46.99,0.50,6.94,0.45,19.22,1.17,248895875.86,Kartoshka
0-20,Qumoq,21.43,1.83,7.55,1.71,52.21,4.89,159,2.47,312.42,64.96,0.16,3.1,0.40,17.11,0.67,1497815150.5,Kartoshka
0-20,Loy,17.03,1.61,7.50,3.55,60.05,5.58,375,2.74,433.56,42.42,0.30,4.54,0.42,20.81,1.29,106479502.71,Kartoshka
0-20,Gill,32.7,1.74,6.63,0.84,41.31,14.17,126,1.71,313.16,46.16,0.57,5.97,0.39,22.87,1.59,1330886323.62,Kartoshka
0-20,Yengil qum,14.145,1.47,6.88,0.72,35.21,5.58,150,1.35,384.28,48.18,0.33,5.89,0.41,13.05,1.51,94688255.46,Kartoshka
0-20,Yengil qum,14.145,1.81,7.79,5.02,24.61,2.67,104,1.06,380.79,48.75,0.12,2.87,0.43,11.67,0.82,865626392.91,Kartoshka
0-20,Qumoq,28.38,1.52,7.95,1.01,24.53,15.07,169,1.45,398.41,60.67,0.40,1.61,0.13,12.47,0.65,1615111765.03,Kartoshka
0-20,Loy,37.25,1.48,7.85,3.16,8.81,16.53,334,2.38,315.14,50.81,0.35,1.24,0.10,11.18,1.30,1546920119.88,Kartoshka
0-20,Yengil qum,10.79,1.58,6.983395572999999,3.47,106,49,24,1.25,373.25,39.35,3.99,8.8,0.16,17.86,1.331016751797,846484407.67,Paxta
0-20,Qumoq,21.55,1.6,7.79,1.17,56.6,14.12,287,2.35,,62.43,0.26,3.19,0.12,9.66,0.87,1453220957.81,Kartoshka
0-20,Loy,26.35,1.73,7.76,2.43,32.59,37.00,164,2.40,352.79,59.82,0.71,9.8,0.18,18.09,1.31,380234183.64,Kartoshka
0-20,Gill,39.43,1.64,7.44,5.04,48.47,8.13,129,1.62,407.02,43.76,0.49,2.2,0.11,15.1,1.48,106479502.71,Kartoshka
0-20,Qumoq,27.46,1.45,7.89,1.13,28.79,10.17,151,1.56,371.19,39.11,0.67,2.74,0.17,12.87,0.99,106479502.71,Kartoshka
0-20,Yengil qum,14.145,1.77,7.75,4.19,14.85,7.78,282,1.47,338.34,35.86,0.19,3.87,0.16,16.41,7.21,106479502.71,Kartoshka
0-20,Yengil qum,14.145,1.55,7.53,2.96,36.01,10.74,517,1.65,376.08,70.86,0.45,6.77,0.10,11.63,2.58,1953251744.09,Kartoshka
0-20,Yengil qum,14.145,1.47,8.03,3.24,44.14,1.69,255,1.54,335.83,57.24,0.19,1.54,0.14,9.34,1.33,441481869.18,Kartoshka
0-20,Yengil qum,12.45,1.56,7.21,2.44,23.65,8.55,402,1.43,297.52,55.81,0.44,3.66,0.37,10.34,2.64,1969026992.09,Kartoshka
0-20,Yengil qum,22.77,1.34,7.15,0.66,25.95,46.89,477,1.59,301.32,42.55,0.69,6.05,0.25,11.35,3.84,859620849.22,Kartoshka
0-20,Qumoq,35.19,1.7,7.73,1.25,11.79,8.38,364,1.95,351.35,42.32,0.39,3.58,0.13,15.15,2.26,132384301.99,Kartoshka
0-20,Qumoq,29.43,1.57,5.92,2.63,33.44,7.08,168,2.33,442.51,47.89,0.40,13.36,0.44,15.73,1.63,1298299833.01,Kartoshka
0-20,Qumoq,34.69,1.52,7.69,1.21,27.26,4.08,347,2.57,369.21,56.1,0.48,4.6,0.53,12.14,3.11,1155486056.4,Kartoshka
0-20,Yengil qum,14.145,1.8,7.60,1.61,22.78,3.28,374,2.10,353.44,52.86,0.50,4.55,0.51,18.58,1.20,344863286.78,Kartoshka
0-20,Qumoq,19.55,1.53,8.01,1.59,50.86,3.18,154,1.95,364.71,,0.32,10.9,0.49,10.27,1.25,494858899.04,Kartoshka
0-20,Yengil qum,14.145,1.73,7.95,1.67,7.85,4.02,196,2.52,324.55,59.28,0.53,1.32,0.40,26,1.43,208806115.73,Kartoshka
0-20,Qumoq,29.29,1.49,6.15,3.02,26.13,11.97,197,2.05,347.68,44.57,0.71,3.03,0.71,14.36,2.45,1228924646.07,Kartoshka
0-20,Yengil qum,21.42,1.78,5.69,0.8,7.68,8.10,148,1.80,273.95,50.67,0.45,9.3,0.89,10.69,1.79,417498025.21,Kartoshka
0-20,Loy,21.07,1.62,7.86,4.84,9.99,7.27,210,1.69,317.73,78.17,0.70,7.62,0.28,26.16,1.37,329144297.05,Kartoshka
0-20,Qumoq,34.65,1.37,8.07,3.68,47.59,7.18,246,2.06,299.95,64.42,2.07,1.74,0.20,14.54,0.92,1336541078.76,Kartoshka
0-20,Yengil qum,14.145,1.41,7.81,1.54,38.48,4.65,273,1.81,291.16,56.8,0.68,3.06,0.14,9.58,1.17,80215989.62,Kartoshka
0-20,Yengil qum,14.145,1.6,7.80,0.99,19.1,7.76,184,1.52,420.37,,0.55,3.08,0.10,12.91,1.05,466719513.09,Kartoshka
0-20,Yengil qum,24.29,1.47,6.62,5.36,19.17,8.63,156,1.77,443.41,57.37,0.65,2.66,0.32,25.69,1.62,28238911.23,Kartoshka
0-20,Qumoq,28.12,1.78,7.22,3.46,11.45,7.86,221,1.76,485.78,75.76,0.76,7.16,0.16,9.78,1.97,43063822.98,Kartoshka
0-20,Gill,24.24,1.78,7.84,0.55,11.44,59.29,1208,4.62,409.2,69.96,3.06,3.22,0.44,8.85,3.90,1404517844.35,Kartoshka
0-20,Gill,37.99,1.42,8.05,1.26,16.13,3.28,97,1.30,316.87,53.99,0.58,6.98,0.10,17.02,0.85,778852743.52,Kartoshka
0-20,Loy,37.8,1.32,7.80,4.26,13.62,4.14,274,2.02,303.76,45.08,0.98,3.74,0.10,17.32,1.42,332134,Kartoshka
0-20,Qumoq,21.06,1.49,7.79,1.07,17.66,14.16,361,2.25,361.86,37.59,0.85,5.23,0.38,15.03,1.59,432897496.49,Kartoshka
0-20,Yengil qum,10.79,1.37,8.6,4.75,20.77,56,7,0.90,0.4,25.65,0.4,7.77,0.17,9.23,0.1,421430268.92,Sabzi
0-20,Gill,32.5,1.34,7.88,2.45,29.95,11.04,795,2.41,430.14,38.72,0.70,2.04,0.30,24.46,8.01,213566677,Kartoshka
